Year,Subject,Assessment Description,Student ID,Location,Enrollment Grade,Grade Equivalent,Grade Mismatch,Gender,Ethnicity,Economically Disadvantaged,ELL Eligible,Former ELL,ELL Duration,NYSESLAT Eligible,Disability,Former SWD,NYSAA Eligible,Homeless,In Foster Care,Parent In Armed Forces,Immigrant,Crisis/Disaster Student Displacement Code,Crisis Name,Standard Achieved,Score,Platform,CBT Not Tested Reason
2021-2022,Math,Grade 6 Math,234176295,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,596,PBT,
2021-2022,Math,Grade 8 Math,229374236,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,571,PBT,
2021-2022,Math,Grade 7 Math,235399979,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,602,PBT,
2021-2022,Math,Grade 8 Math,226046993,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,551,PBT,
2021-2022,Math,Grade 6 Math,240137851,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,587,PBT,
2021-2022,Math,Grade 8 Math,201157443,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,613,PBT,
2021-2022,Math,Grade 7 Math,204327019,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 2,596,PBT,
2021-2022,Math,Grade 8 Math,243564655,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 1,585,PBT,
2021-2022,Math,Grade 8 Math,232827584,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,551,PBT,
2021-2022,Math,Grade 8 Math,233876564,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,622,PBT,
2021-2022,Math,Grade 6 Math,207059569,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,586,PBT,
2021-2022,Math,Grade 8 Math,233241611,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 2,596,PBT,
2021-2022,Math,Grade 6 Math,235257946,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,587,PBT,
2021-2022,Math,Grade 8 Math,237897467,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Hispanic or Latino,YES,,,,,Learning Disability,,,,,,,,,Level 2,600,PBT,
2021-2022,Math,Grade 6 Math,236687745,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,561,PBT,
2021-2022,Math,Grade 8 Math,243142544,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,YES,,,,,,,,,,,,Level 4,622,PBT,
2021-2022,Math,Grade 8 Math,233139039,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,612,PBT,
2021-2022,Math,Grade 6 Math,237316419,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,584,PBT,
2021-2022,Math,Grade 7 Math,222778870,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,618,PBT,
2021-2022,Math,Grade 7 Math,235020591,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,600,PBT,
2021-2022,Math,Grade 7 Math,245831730,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,YES,,,,,,,YES,,,,,,Level 3,606,PBT,
2021-2022,Math,Grade 6 Math,238848063,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,YES,,,,Speech or Language Impairment,,,,,,,,,Level 1,556,PBT,
2021-2022,Math,Grade 8 Math,204654289,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,580,PBT,
2021-2022,Math,Grade 7 Math,237058292,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 4,642,PBT,
2021-2022,Math,Grade 7 Math,232004101,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,595,PBT,
2021-2022,Math,Grade 8 Math,213542467,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Hispanic or Latino,YES,,,,,Learning Disability,,,,,,,,,Level 2,599,PBT,
2021-2022,Math,Grade 7 Math,234139376,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,588,PBT,
2021-2022,Math,Grade 7 Math,255381543,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,YES,,,YES,,,,YES,,,,,,Level 1,585,PBT,
2021-2022,Math,Grade 6 Math,238384192,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,590,PBT,
2021-2022,Math,Grade 6 Math,236335691,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,599,PBT,
2021-2022,Math,Grade 6 Math,204617849,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,575,PBT,
2021-2022,Math,Grade 7 Math,236250411,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,602,PBT,
2021-2022,Math,Grade 6 Math,236979597,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,597,PBT,
2021-2022,Math,Grade 6 Math,233329895,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,565,PBT,
2021-2022,Math,Grade 6 Math,238262042,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Emotional Disturbance,,,YES,,,,,,Level 1,556,PBT,
2021-2022,Math,Grade 7 Math,232921908,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 1,588,PBT,
2021-2022,Math,Grade 8 Math,207076209,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,,,,,,Speech or Language Impairment,,,,,,,,,Level 1,560,PBT,
2021-2022,Math,Grade 8 Math,241339357,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,547,PBT,
2021-2022,Math,Grade 8 Math,214781858,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,596,PBT,
2021-2022,Math,Grade 7 Math,247800238,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,574,PBT,
2021-2022,Math,Grade 7 Math,237622485,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Native Hawaiian/Other Pacific Islander,YES,,,,,,,,,,,,,,Level 2,593,PBT,
2021-2022,Math,Grade 7 Math,230523680,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,613,PBT,
2021-2022,Math,Grade 8 Math,237921986,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,609,PBT,
2021-2022,Math,Grade 7 Math,242175768,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,American Indian or Alaska Native,YES,YES,,,,,,,,,,,,,Level 2,593,PBT,
2021-2022,Math,Grade 7 Math,218791762,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Autism,,,,,,,,,Level 1,564,PBT,
2021-2022,Math,Grade 7 Math,224852822,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,615,PBT,
2021-2022,Math,Grade 6 Math,235522646,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,586,PBT,
2021-2022,Math,Grade 7 Math,245678438,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,White,YES,YES,,,,,,,,,,,,,Level 2,594,PBT,
2021-2022,Math,Grade 7 Math,245287545,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Asian,YES,YES,,,,,,,,,,,,,Level 1,550,PBT,
2021-2022,Math,Grade 6 Math,219910148,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Emotional Disturbance,,,,,,,,,Level 1,586,PBT,
2021-2022,Math,Grade 7 Math,234192714,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,613,PBT,
2021-2022,Math,Grade 8 Math,233560564,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,565,PBT,
2021-2022,Math,Grade 7 Math,234319499,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 1,588,PBT,
2021-2022,Math,Grade 6 Math,239879232,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Asian,YES,YES,,,,,,,,,,,,,Level 2,595,PBT,
2021-2022,Math,Grade 7 Math,200642106,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,,,,,,Autism,,,,,,,,,Level 1,555,PBT,
2021-2022,Math,Grade 7 Math,239933591,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,593,PBT,
2021-2022,Math,Grade 8 Math,215172172,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Other Health Impairment,,,,,,,,,Level 1,580,PBT,
2021-2022,Math,Grade 6 Math,240751933,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,579,PBT,
2021-2022,Math,Grade 8 Math,214652802,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,585,PBT,
2021-2022,Math,Grade 8 Math,223917873,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,583,PBT,
2021-2022,Math,Grade 6 Math,236794814,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,598,PBT,
2021-2022,Math,Grade 6 Math,236461315,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,581,PBT,
2021-2022,Math,Grade 8 Math,208553362,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,580,PBT,
2021-2022,Math,Grade 7 Math,225040823,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,596,PBT,
2021-2022,Math,Grade 8 Math,233376615,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,583,PBT,
2021-2022,Math,Grade 8 Math,233698174,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,583,PBT,
2021-2022,Math,Grade 7 Math,219636552,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,595,PBT,
2021-2022,Math,Grade 8 Math,229097472,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,YES,,,,Learning Disability,,,,,,,,,Level 1,588,PBT,
2021-2022,Math,Grade 8 Math,233329143,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Hispanic or Latino,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,576,PBT,
2021-2022,Math,Grade 6 Math,212089809,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,587,PBT,
2021-2022,Math,Grade 6 Math,236420147,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,596,PBT,
2021-2022,Math,Grade 7 Math,235534989,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,616,PBT,
2021-2022,Math,Grade 8 Math,237006184,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,583,PBT,
2021-2022,Math,Grade 8 Math,215739640,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,600,PBT,
2021-2022,Math,Grade 8 Math,232398347,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,596,PBT,
2021-2022,Math,Grade 8 Math,207870726,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 2,598,PBT,
2021-2022,Math,Grade 8 Math,207889148,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,556,PBT,
2021-2022,Math,Grade 8 Math,233590868,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,591,PBT,
2021-2022,Math,Grade 8 Math,233317080,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,608,PBT,
2021-2022,Math,Grade 7 Math,235370848,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,604,PBT,
2021-2022,Math,Grade 8 Math,215818931,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,602,PBT,
2021-2022,Math,Grade 7 Math,234324317,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 3,615,PBT,
2021-2022,Math,Grade 8 Math,226778868,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,583,PBT,
2021-2022,Math,Grade 8 Math,220040398,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,583,PBT,
2021-2022,Math,Grade 6 Math,238254312,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,611,PBT,
2021-2022,Math,Grade 8 Math,207271180,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,,,,,,Autism,,,,,,,,,Level 3,618,PBT,
2021-2022,Math,Grade 7 Math,237158886,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,582,PBT,
2021-2022,Math,Grade 7 Math,209503762,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Other Health Impairment,,,,,,,,,Level 1,577,PBT,
2021-2022,Math,Grade 7 Math,223377557,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Emotional Disturbance,,,,,,,,,Level 1,582,PBT,
2021-2022,Math,Grade 6 Math,234009280,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,584,PBT,
2021-2022,Math,Grade 6 Math,203290762,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,587,PBT,
2021-2022,Math,Grade 7 Math,234837730,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,596,PBT,
2021-2022,Math,Grade 6 Math,238994420,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,617,PBT,
2021-2022,Math,Grade 8 Math,206957268,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,600,PBT,
2021-2022,Math,Grade 7 Math,223234212,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,586,PBT,
2021-2022,Math,Grade 6 Math,235528478,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,547,PBT,
2021-2022,Math,Grade 6 Math,239131667,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,,,,,,,,,,,,,,,Level 2,593,PBT,
2022-2023,Math,Grade 7 Math,236335634,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,452,PBT,
2022-2023,Math,Grade 6 Math,216418533,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,,,,,Learning Disability,,,,,,,,,Level 1,427,PBT,
2022-2023,Math,Grade 8 Math,244578100,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Hispanic or Latino,YES,YES,,,,,,,,,,,,,Level 1,420,PBT,
2022-2023,Math,Grade 7 Math,238081855,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,,,,,,,,,,,,,,,Level 4,481,PBT,
2022-2023,Math,Grade 7 Math,245135728,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,White,YES,YES,,,,,,,,,,,,,Level 1,409,PBT,
2022-2023,Math,Grade 8 Math,255949455,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,White,YES,YES,,,,,,,,,,,,,Level 1,414,PBT,
2022-2023,Math,Grade 7 Math,255868630,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,White,YES,YES,,,,,,,,,,,,,Level 1,406,PBT,
2022-2023,Math,Grade 7 Math,238596266,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,,,,,,,,,,,,,,,Level 4,499,PBT,
2022-2023,Math,Grade 7 Math,247352743,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Asian,YES,YES,,,,,,,,,,,,,Level 4,496,PBT,
2022-2023,Math,Grade 6 Math,240428771,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,452,PBT,
2022-2023,Math,Grade 8 Math,235056298,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,466,PBT,
2022-2023,Math,Grade 8 Math,245135710,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,White,YES,YES,,,,,,,,,,,,,Level 3,473,PBT,
2022-2023,Math,Grade 7 Math,236644407,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,,,,,,,,,,,,,,,Level 3,459,PBT,
2022-2023,Math,Grade 8 Math,234871507,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,498,PBT,
2022-2023,Math,Grade 7 Math,220150718,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Autism,,,,,,,,,Level 1,424,PBT,
2022-2023,Math,Grade 8 Math,233871755,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 3,454,PBT,
2022-2023,Math,Grade 8 Math,233603992,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 4,482,PBT,
2022-2023,Math,Grade 6 Math,234635373,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,447,PBT,
2022-2023,Math,Grade 7 Math,207405754,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,454,PBT,
2022-2023,Math,Grade 7 Math,244426979,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,485,PBT,
2022-2023,Math,Grade 7 Math,235180239,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Autism,,,,,,,,,Level 3,457,PBT,
2022-2023,Math,Grade 7 Math,237334206,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 2,438,PBT,
2022-2023,Math,Grade 8 Math,235720950,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,508,PBT,
2022-2023,Math,Grade 8 Math,234359503,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,490,PBT,
2022-2023,Math,Grade 7 Math,238213706,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,485,PBT,
2022-2023,Math,Grade 8 Math,234563583,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,490,PBT,
2022-2023,Math,Grade 6 Math,239636459,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,431,PBT,
2022-2023,Math,Grade 6 Math,239588270,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 3,459,PBT,
2022-2023,Math,Grade 8 Math,203178801,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,456,PBT,
2022-2023,Math,Grade 7 Math,237310073,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,,,,,,,,,,,,,,,Level 4,477,PBT,
2022-2023,Math,Grade 7 Math,239848039,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,481,PBT,
2022-2023,Math,Grade 6 Math,216274092,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,419,PBT,
2022-2023,Math,Grade 8 Math,237976162,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,471,PBT,
2022-2023,Math,Grade 7 Math,236335600,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,471,PBT,
2022-2023,Math,Grade 7 Math,237649678,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,468,PBT,
2022-2023,Math,Grade 7 Math,237725403,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,457,PBT,
2022-2023,Math,Grade 7 Math,239950421,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,471,PBT,
2022-2023,Math,Grade 8 Math,209813872,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,414,PBT,
2022-2023,Math,Grade 6 Math,220259204,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,Autism,,,,,,,,,Level 3,455,PBT,
2022-2023,Math,Grade 6 Math,239603178,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,,,,,,,,,,,,,,,Level 3,453,PBT,
2022-2023,Math,Grade 8 Math,234615052,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 3,479,PBT,
2022-2023,Math,Grade 6 Math,236565842,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Other Health Impairment,,,,,,,,,Level 2,435,PBT,
2022-2023,Math,Grade 8 Math,237046503,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,420,PBT,
2022-2023,Math,Grade 6 Math,239968779,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 3,461,PBT,
2022-2023,Math,Grade 6 Math,234403715,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,,,,,,Autism,,,,,,,,,Level 1,419,PBT,
2022-2023,Math,Grade 6 Math,240418228,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,419,PBT,
2022-2023,Math,Grade 6 Math,238561922,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Emotional Disability,,,YES,YES,,,,,Level 1,410,PBT,
2022-2023,Math,Grade 7 Math,235441763,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,445,PBT,
2022-2023,Math,Grade 6 Math,239613425,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 4,506,PBT,
2022-2023,Math,Grade 6 Math,235486677,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,427,PBT,
2022-2023,Math,Grade 6 Math,239634439,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 4,494,PBT,
2022-2023,Math,Grade 7 Math,237564513,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,499,PBT,
2022-2023,Math,Grade 8 Math,204994974,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,YES,,,,,,,,,,,,Level 4,482,PBT,
2022-2023,Math,Grade 8 Math,244819660,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,501,PBT,
